ARTISTA,ARTISTB,,,,
SYLVAIN GARY,0.828381035712,,,,
Warsaw Falcons,0.853003378491,,,,
Hot 107.9 Birthday Bash,0.854256885317,,,,
The Rock Princess,0.854962509494,,,,
SolidM,0.885406521128,,,,
Redisco,0.88765487385,,,,
SARA ROBINSON BAND,0.889559496816,,,,
Nooky Jones,0.897818238316,,,,
Harmony Project,0.898856194341,,,,
Omar Cuellar,0.90264221042,,,,
Tony Profondo,0.954840248371,,,,
JEF SICARD,0.957323148459,,,,
Party 90,0.95782278947,,,,
Sam Bisbee,0.960499643453,,,,
The Resentments,0.970766926247,,,,
Psychodots,0.980546074907,,,,
The Last Throes,0.99717377585,,,,
Sous Dubois,0.997965877263,,,,
The Pepper Grinders,1.0006080839,,,,
Oliver Pusswald,1.00378799915,,,,
Made Of Blocks,1.01134250567,,,,
The Gran Fury,1.01134250567,,,,
Murat Uncuoglu,1.03912535374,,,,
Stereo Clone,1.04166772477,,,,
Grupo Chegando Lè´°,1.04175912048,,,,
Last Nite,1.0519643314,,,,
Luther Kent,1.0527163565,,,,
Festival Jardins Palau Reial Pedralbes,1.0557562669,,,,
The Organization,1.06249160872,,,,
M.O.M.,1.06659942708,,,,
FHOM,1.06742807243,,,,
Sunday Brunch!,1.06931587967,,,,
Rehab Beach Club,1.08169419978,,,,
Gnetko,1.08618569548,,,,
The Mar-Tans,1.09127850604,,,,
Goodie,1.09316802707,,,,
ZILLAS ON ACID,1.09316802707,,,,
Seven Cycles,1.09432251682,,,,
Nadia Scaillet,1.11219450988,,,,
Jwho,1.12172878347,,,,
Not Quite Dead,1.12580947503,,,,
Ensemble LPR,1.12672270015,,,,
Jake Loggins,1.14284668709,,,,
Frederic Perreard,1.14457938814,,,,
Thursday Evening Gastgarden Sessions,1.14503535171,,,,
Nasty Bits,1.14592243737,,,,
Meghan Kabir,1.16367145803,,,,
Malacara En Persona,1.16595580957,,,,
Miss Abysmal,1.2115730352,,,,
The Creeping Cruds,1.21974696943,,,,
Jè´”rg Bausch,1.22509047585,,,,
djseanEboy,1.23551172887,,,,
Quiana Lynell,1.23675094157,,,,
Gabriel Mervine,1.24543818419,,,,
and Smoking Time Jazz Club,1.27255792079,,,,
Ken Swartz and the Palace of Sin,1.27682674167,,,,
Long Lankin,1.28339235058,,,,
Popscene DJs,1.29811426871,,,,
The B. Miller Zone,1.30133590928,,,,
Yolo Ono,1.30336314579,,,,
Giorgio V.,1.324562143,,,,
Lost At Home,1.33126644191,,,,
Jerry Embree,1.33224831393,,,,
Encore Beach Club,1.3424091896,,,,
Zealandia,1.34493941349,,,,
Richie Cannata,1.346729193,,,,
Sweet Delta Dawn,1.35830188481,,,,
Joshua Raoul Brody,1.35871226095,,,,
Gilian Baracs,1.36209660216,,,,
Twin Cities Gay Men's Chorus,1.3809563111,,,,
The Jazz Verse Jukebox,1.39455389094,,,,
Kadenzmann,1.40208093182,,,,
Lovely Noughts,1.40736444174,,,,
Heavensake,1.41734498721,,,,
Exploder Than You,1.42556179335,,,,
I AM FEST,1.46056978687,,,,
Ivie,1.46097790539,,,,
Gaè´≥tan Thomas,1.49715460878,,,,
Neil Haven,1.50809697629,,,,
Guitar Slim Jr.,1.5114314898,,,,
Lawrence Leathers,1.51447176111,,,,
Spencer Murphy,1.51447176111,,,,
Paul Musso,1.51469512516,,,,
Stroy Moyd,1.51950916874,,,,
G.Rizo,1.52886804679,,,,
Joss Martin,1.53467248211,,,,
Zalon,1.53843210431,,,,
The Pansies,1.54910393235,,,,
Shannon Entropy,1.55137205762,,,,
Nya Filmquizet tar è´”ver staffetpinnen frè´©n Stockholms filmquiz,1.55181624538,,,,
Mckinley Dixon,1.55358593525,,,,
Zinar Yaman,1.57834638804,,,,
Kathryn Rose Wood,1.62826055171,,,,
Orchestre Pasdeloup,1.62864164885,,,,
Lunas,1.63158004025,,,,
Hawaii Opera Theatre,1.63998835479,,,,
Fehrenbacher,1.64165982934,,,,
Kara Ali,1.68411096219,,,,
The Apostles of Manchaca,1.69276032055,,,,
Star Parks,1.69439633153,,,,
Robert Cazimero,1.70523942886,,,,
Mandy Reichert,1.70820029841,,,,
Stu Richie,1.70912557293,,,,
Hendrixen,1.71778950178,,,,
Yoann Hamburger,1.71967796854,,,,
The red direct,1.72345388438,,,,
Play Dj,1.73387092289,,,,
VCARD,1.7405208418,,,,
Nomia,1.76356776771,,,,
Partial Traces,1.77156024347,,,,
Taka Kigawa,1.78137865988,,,,
Franck Taschini,1.79398545532,,,,
Kidd Sysko,1.80643096011,,,,
Erika Pluhar,1.81718427405,,,,
Kapix,1.83302389017,,,,
Julz Vurn,1.85058922943,,,,
Surf Wax America,1.86397417326,,,,
Oniku,1.86918183639,,,,
John Szetela Music,1.88666375477,,,,
Polyglamorous,1.89254153133,,,,
ELMYRA,1.899388112,,,,
Insurgence,1.91183644508,,,,
Phil DeGruy and Emily Robertson,1.9232343156,,,,
The Miles Lee Band,1.9306480785,,,,
ex Licks,1.93984354595,,,,
Pilots Of Venus,1.94338352321,,,,
Foul Swoops,1.95038429227,,,,
THE GEIBRAL ELISHA MOVEMENT,1.96886909085,,,,
OLIBUSTA,1.9729594967,,,,
Nico Soffiato,1.97509380752,,,,
Jonestown Crows,1.97651208553,,,,
Josh the Word,1.98137509714,,,,
Tè´‰th,1.98231104205,,,,
Katie Sky,1.982393828,,,,
Omega Three,1.99620229407,,,,
Fess Grandiose,10.0061991612,,,,
Wicked Shallows,10.0119203895,,,,
Gus Dapperton,10.0363039093,,,,
Zenski,10.0386586648,,,,
John Lisi and Delta Funk,10.0438187888,,,,
Good Luck Finding Iris,10.0569821635,,,,
The 94's,10.0721828574,,,,
Meaner Pencil,10.0768497169,,,,
Wooing,10.087146641,,,,
False Cause,10.0918123247,,,,
Os Alquimistas ATX,10.094500491,,,,
Echoes In Reverie,10.0947718937,,,,
Mpenzi,10.1044399938,,,,
Heather Newton,10.1121704675,,,,
Grisbee,10.1470158808,,,,
Heavy Hinges,10.1522124001,,,,
SUN DUMMY,10.1861242128,,,,
Headless Dentist,10.2038793925,,,,
Washboard Cutups,10.2047552127,,,,
LAETUS,10.2120090231,,,,
Evinair,10.2229123204,,,,
The Lavender Flu,10.2286524723,,,,
Kafana Balkan,10.2431506679,,,,
Nightshadow,10.2499669198,,,,
Murder Earth,10.2554078067,,,,
Karen & The Sorrows,10.256519909,,,,
Give Me The Creeps,10.2606000318,,,,
Gospel of Mars,10.3004245263,,,,
Rol:e,10.3087694288,,,,
Raji Rabbit,10.315426096,,,,
The Tradsters,10.316561307,,,,
Sundrop Electric,10.3780880795,,,,
The Roof Dogs,10.4028831012,,,,
Slingfist,10.4046520891,,,,
banda sin nombre,10.4047885231,,,,
Timberos Del Norte,10.4161751503,,,,
Twin Strike,10.435723159,,,,
Echo Texture,10.447018586,,,,
Supamoon,10.4493099385,,,,
Khaylan,10.4540323629,,,,
Luau,10.4712853717,,,,
Eagle Johnson,10.4914867625,,,,
Zack Shornick and The Pathetic Men,10.5946546627,,,,
Rockwave Festival,10.6217323677,,,,
Rayana Jay,10.637471722,,,,
Melissa Errico,10.6398974201,,,,
Electric Vacation,10.641023901,,,,
Unmothered,10.6426420159,,,,
Jewmanji,10.6432239722,,,,
Revisions,10.6755247048,,,,
Russell Welch,10.6823415741,,,,
Zoumountchi,10.7343812348,,,,
The Flux Machine,10.7413131979,,,,
Pascal Masson,10.7464163406,,,,
Laurent Fickelson,10.7620127997,,,,
Morty Shallman,10.7774113851,,,,
The Radio Silent,10.7810596947,,,,
Woongi,10.7816683843,,,,
Folquinox,10.785446788,,,,
Wight Lighters,10.7856972974,,,,
Terrible Spaceship,10.7860339764,,,,
FESTIVAL EN OTHE,10.8068401238,,,,
Wonderland New Orleans,10.8321489776,,,,
First Dates Music,10.8429183217,,,,
Hipbone,10.8720748328,,,,
Family Bowl,10.8769423242,,,,
King Most,10.8788334515,,,,
Such Marvelous Monsters,10.8807848818,,,,
One Time Crime,10.8890821654,,,,
Flash Gordon Parks,10.9163064084,,,,
One World (R)evolution,10.9357778289,,,,
FlowTone,10.9467114015,,,,
Molly Alphabet,10.9952165831,,,,
Panorama Jazz Band,100.09047655,,,,
Northern Horizon,100.181351993,,,,
Stellarscope,100.30168899,,,,
Hot Club of Baltimore,100.325009311,,,,
Mike Valliere,100.325355273,,,,
Saxon Rose,100.450415155,,,,
MILEZERO,100.598440823,,,,
Murder In Rue Morgue,100.600829881,,,,
Mark Stone Acoustic,100.642814314,,,,
Tornado 4:18,100.692173647,,,,
So Pretty,1000.01664292,,,,
The Helix Nebula,1000.52447243,,,,
Undead,1000.62422088,,,,
Fado Violado,1000.76416748,,,,
Human Garbage,1000.98869799,,,,
Funny van Dannen,10000.7307358,,,,
The Forms,10001.6552748,,,,
Mars Quartet,10003.1587552,,,,
Matrixxman,100035.030206,,,,
Sean Jones,100055.204606,,,,
Stacy Brooks Music,10006.0912055,,,,
Red Bull Sound Select,10006.6365074,,,,
Perpetuum Jazzile,10009.0611415,,,,
Kingsview,1001.12872522,,,,
Rose Bogeys,1001.16650758,,,,
"Tim Barry, Bryan McPherson",1001.69290042,,,,
MADUS,1001.75160751,,,,
Kay Jay,1001.91561742,,,,
Louise Goffin,10010.2578571,,,,
Oh Malè´‘,10010.6094107,,,,
Jake Penrod,10012.2108653,,,,
Indien,10012.9864778,,,,
King Conquer,10013.8366524,,,,
The Dead Daisies,100136.819508,,,,
Gautier Garrigue,10014.8312874,,,,
Forevermore,10015.2439201,,,,
Mister G,10015.283973,,,,
Hito,100152.535822,,,,
The Darts,10016.6491999,,,,
Rezz,100166.555107,,,,
Winterhymn,10017.534853,,,,
Oskar Offermann,100171.676487,,,,
Jason Roberts Band,10018.8846158,,,,
John Grant,100183.620934,,,,
Ialma,1002.23748135,,,,
Julian Littman,1002.30465638,,,,
Tru Serva,1002.62088102,,,,
Metaphizix,1002.63891321,,,,
Lou Gramm,100234.974712,,,,
Patty Larkin,100252.415216,,,,
Eddie Levert,10026.9716358,,,,
Nifelheim,10027.4323854,,,,
Sumac,10027.8744535,,,,
Roger Clyne & The Peacemakers,100270.177197,,,,
Reptar,10028.2719752,,,,
TREVOR GREEN,10028.9689213,,,,
Sworn Enemy,100294.774637,,,,
Jetty Bones,1003.2167815,,,,
Metope,1003.32552678,,,,
Luke Sital-Singh,1003.88353297,,,,
Showaddywaddy,10030.1000886,,,,
Ringo Deathstarr,100302.863488,,,,
Great American Taxi,100305.373305,,,,
Second Hand Smoke,10031.4421529,,,,
Sissi,10032.8216435,,,,
Timmy The Teeth,10033.0344154,,,,
The Grid,10033.1089033,,,,
Jojo Abot,10033.1905107,,,,
Eli-Mac,10034.1437725,,,,
Into The Deep,10034.2404362,,,,
Florian Frings,10038.2618557,,,,
SOLICE,10038.5099695,,,,
Waldgeflè´‰ster,10038.9773109,,,,
Leighton Fields music,1004.18988839,,,,
The Black Leaders,1004.33345774,,,,
Nancy Vieira,1004.42085689,,,,
Mike Hosty,1004.73443391,,,,
The Contingents,1004.75253626,,,,
Thomas Adè´≤s,10040.5160019,,,,
Mia,100409.916921,,,,
Lauren Alexander,10041.7089542,,,,
Kashmir,100428.682518,,,,
Play Dead,10045.6202613,,,,
Lowercase Noises,10045.924291,,,,
Iron Lion World,10048.2610844,,,,
Eryn Allen Kane,10048.7939185,,,,
Sascha Dive,100489.518015,,,,
Harrison Fjord,10049.7121546,,,,
John Smith,100491.146526,,,,
Skogen,1005.10067925,,,,
Robert Lamart,1005.44929723,,,,
Klee,1005.57943344,,,,
Kevin Galloway,1005.85326653,,,,
M.I.K.E. Push,100519.609481,,,,
Earth Wind,10054.1464945,,,,
Shantel & Bucovina Club Orkestar,10054.6454812,,,,
Your Old Droog,10054.6744054,,,,
Loom,100565.083076,,,,
Superstar Runner,10057.5132554,,,,
Preoccupations,100576.786039,,,,
Kapi,10058.4956179,,,,
Joanna Barbera,1006.06559582,,,,
Katelyn Marie,1006.10813219,,,,
Vertebreaker,1006.2126873,,,,
Dylan Holland,1006.22960698,,,,
Micah Schnabel Music,1006.270953,,,,
Mirja Boes,1006.5891436,,,,
Ozlo,1006.68955235,,,,
Vadym Kholodenko,10061.1386407,,,,
Empire,100612.296399,,,,
The Guess Who,100614.752691,,,,
Second Wind,10065.8253991,,,,
Major Grizz,10066.2702178,,,,
Soren Bryce,10067.6704095,,,,
Sebastian,100672.824301,,,,
Worry Blast,10069.2504756,,,,
Kidsmoke,1007.07639932,,,,
Windwalker,1007.36097107,,,,
Meshach Jackson,1007.43884813,,,,
MPHD,1007.57249692,,,,
Ida Engberg,10070.7659977,,,,
Mimi,100701.330337,,,,
Squeeze,100705.872676,,,,
Janet Jackson,100713.024175,,,,
Joey Anderson,100717.213278,,,,
Pete Lanctot and The Stray Dogs,10072.0478668,,,,
Irina Allegrova,10072.4142262,,,,
Y and T,10072.6111835,,,,
Kem,100728.857003,,,,
LEVY,10073.8520612,,,,
Gina Chavez,10074.1140858,,,,
Skraeckoedlan,10074.3451501,,,,
Manic Drive,100746.022871,,,,
Martyn Joseph,100753.229321,,,,
Killer Bee,10077.0913415,,,,
Nona Hendryx,10078.6516885,,,,
The Floozies,100789.048252,,,,
North Of Mason-Dixon (NOMaD),10079.24939,,,,
Sat. Nite Duets,1008.80040498,,,,
Liz Frame and The Kickers,10082.0551063,,,,
Jack Swift,10082.7927013,,,,
Frida Hyvè´”nen,10083.1502838,,,,
JKriv,10083.7116849,,,,
Petra Jarrar,10084.0006087,,,,
Larry Keel And Natural Bridge,10084.7328184,,,,
Mantis,10086.5101892,,,,
Shannon Noll,10087.4076946,,,,
MC DET,10088.247997,,,,
The Tyde,10088.6878073,,,,
Rotten Sound,100890.513369,,,,
Nikki Briar,1009.20520917,,,,
Sailing Stones,1009.34470061,,,,
Midnight Rodeo,1009.40520868,,,,
Pleymo,1009.49815815,,,,
The Brown Goose,1009.90632887,,,,
King Of The Tramps,10090.4571592,,,,
dawa,10092.6242931,,,,
The Preatures,10094.9034685,,,,
steve martin DJ,10095.857053,,,,
Watsky,100970.041452,,,,
Nathalie Stutzmann,100981.612129,,,,
The City Harmonic,10099.2611171,,,,
Groundswell,101.07466048,,,,
Knut Anders Sè©Ãrum,101.09274377,,,,
Obedience,101.174687592,,,,
Remnant,101.922685765,,,,
The IMAGEST,101.93180209,,,,
Peter Schilling,1010.12359235,,,,
We The Animals,1010.1408675,,,,
Gravler,1010.94240409,,,,
TAUK,101007.559704,,,,
Joe Lynn Turner,101009.580009,,,,
Eric Dodd,10103.7953686,,,,
Two Tons of Steel,101030.612459,,,,
Keith Christopher,10104.7325109,,,,
One On One,10106.0339104,,,,
Stages Of Decomposition,10107.0660368,,,,
Marteria,10107.4177733,,,,
TIMANTI,10109.3481977,,,,
Jonathan Cowan,10109.7867277,,,,
Willie Walker,1011.39848416,,,,
Tyne Darling,10111.0355272,,,,
Ferdinand the Bull,10112.7877827,,,,
WATERS,101120.931085,,,,
Soul Low,10113.8897042,,,,
The Nixon Tapes,10113.9205368,,,,
Lance Stinson,10114.2689452,,,,
Jolie Holland,101140.5241,,,,
The Woodwork,10115.3644321,,,,
Salo,10115.896458,,,,
Max Chapman,101152.295267,,,,
Landon McNamara,10116.0939666,,,,
The Orwells,101168.733246,,,,
Harrison Brome,10117.1517227,,,,
Houston Dash,10118.2500965,,,,
Gilberto Santa Rosa,101183.88191,,,,
The Crackers,10119.4268528,,,,
Grayson Capps & The Lost Cause Minstrels,1012.15516037,,,,
Ruben Pozo,1012.16456164,,,,
Wasted Theory,1012.24833153,,,,
Heinz Rudolf Kunze & Verstè´£rkung,1012.31481447,,,,
Philippe Soirat,1012.35815649,,,,
Fire Next Time,1012.42373739,,,,
Tommy Lexxus,1012.42578343,,,,
HALO MAUD,1012.50610397,,,,
Reserving Dirtnaps,1012.56226875,,,,
Vacancy,1012.82690489,,,,
The English Concert,10120.4287901,,,,
Winds of Plague,10122.1089283,,,,
Eskobar,10123.3818742,,,,
QUIè™–,10123.5321775,,,,
The Time,101232.866248,,,,
Howard Hewett,101239.828839,,,,
MarchFourth,101255.698511,,,,
Ohrenfeindt,10127.0044505,,,,
Garrett David,10127.256434,,,,
Larkin Poe,101270.346412,,,,
Johanna Amelie,10128.1517443,,,,
Reason|Define,1013.01595422,,,,
Fleshless,1013.4628851,,,,
Zarah Leander,1013.54565921,,,,
Stuart McCallum,1013.60291605,,,,
GiRLS oNLY,1013.69433817,,,,
Fiona Soe Paing,1013.69980242,,,,
Kid Francescoli,10131.3381726,,,,
JF Harris,10131.5275744,,,,
Icicle,101314.888404,,,,
Walter Beasley,10133.9541614,,,,
Through the Roots,101331.453072,,,,
Jenny Parrott,10134.2836037,,,,
The Magic Of The Beatles,10134.3058474,,,,
Tow'rs,10134.5997744,,,,
Sam Grow,10135.3628311,,,,
Gravez,10135.5472617,,,,
The Hit Parade,10135.5515075,,,,
Lauren Ruth Ward,10135.5665573,,,,
Dylan LeBlanc,101376.245949,,,,
Poem,10138.2108822,,,,
Woody Allen And His New Orleans Jazz Band,10138.9939445,,,,
Paul Jost,1014.72676489,,,,
New Generation Superstars,1014.79423815,,,,
Sam Goodwill,1014.80744477,,,,
World War Me,1014.91483491,,,,
Tom Bennett One Man Band,10140.4460656,,,,
The Internet,101407.774938,,,,
Okilly Dokilly,10141.8291872,,,,
The Bowling Family,10145.2057686,,,,
Itzhak Perlman,101455.580189,,,,
Renato Zero,10146.9758818,,,,
Fujiya & Miyagi,101479.781126,,,,
Skyler Madison,10148.7421222,,,,
Tricot,10149.0979951,,,,
Slowlights,1015.38242122,,,,
dadadoh,1015.47028548,,,,
Mike Mains and The Branches,1015.83434054,,,,
Tif Ginn,10152.5054434,,,,
Joel Vaughn,10152.8036593,,,,
Orchestra di Piazza Vittorio,10155.1730493,,,,
Json,10155.427201,,,,
Red Light Cameras,10155.4652234,,,,
Yael Naim & David Donatien,10156.7838934,,,,
free cake for every creature,10157.3022511,,,,
ELECTRIC OCTOPUS ORCHESTRA,1016.01208378,,,,
Joel Ansett,1016.40892227,,,,
Rydell & Quick,1016.410341,,,,
The New Imperialism,1016.53428065,,,,
Forrè©¡deri,1016.80411421,,,,
Living With Lions,10160.4431973,,,,
Shanty,10161.8434271,,,,
Harish Raghavan,10161.9883461,,,,
Randall Bramblett Band,10162.8640294,,,,
MSP,101620.294676,,,,
Jenna Lotti,10166.2172649,,,,
Iowa Hawkeyes Football,10166.973815,,,,
Tove Lo,101692.074026,,,,
Orwa Saleh,1017.80294493,,,,
No Unicorn,1017.88615733,,,,
The Longest Johns,1017.94423666,,,,
Elin Furubotn,1017.96930921,,,,
Rat Columns,10170.7836541,,,,
Halsey,101713.947389,,,,
Lafa Taylor,10172.0255698,,,,
Emily Warren,10172.6858963,,,,
Svetlana,10173.1056684,,,,
Hadley Kennary,10174.0684651,,,,
Laith Al-Saadi,10177.6047862,,,,
Hannibal Buress,101794.498633,,,,
I Woks Sound,1018.13528511,,,,
Under The Combine,1018.50161953,,,,
Sun & Flesh,1018.59364372,,,,
Lyn Avenue,1018.86539913,,,,
High-Functioning Flesh,10182.3053445,,,,
Hansel and Gretel,10182.745436,,,,
Gabriel Kelley,101841.565513,,,,
Heavens Gate,10185.2884697,,,,
Intrigue,10188.4573708,,,,
Eddie B,10188.4990944,,,,
Larry Coryell,101895.058242,,,,
UFO361,1019.21373574,,,,
Lockwood Barr,1019.28149334,,,,
Xiting The Systm,1019.68394608,,,,
Grimme,1019.81029218,,,,
Midriffs,1019.82081918,,,,
Keels,1019.83437516,,,,
Kate Baumer,1019.98836836,,,,
Workshop,101913.012192,,,,
Michael Mwenso,10193.0540849,,,,
The Winery Dogs,10194.4167757,,,,
Odyssey,101949.44838,,,,
Halloqueen,10196.0306944,,,,
Spear,10196.8549821,,,,
Proper,10197.771188,,,,
Fred Falke,101989.26337,,,,
MikeQ,101991.537424,,,,
Zach Willard Band,102.061100126,,,,
Richard Gramm,102.243512113,,,,
KiKstart,102.587314392,,,,
Gallimimus,102.599025888,,,,
South London All Ska's,102.781040076,,,,
Let It Rain,102.783798547,,,,
Eddie Cotton,102.827720126,,,,
Stompers,102.924470418,,,,
Hugh Bob,1020.21439844,,,,
Feuding Fathers,1020.38600348,,,,
NIHILS,1020.80765653,,,,
Gottberg,1020.98146591,,,,
la dame blanche,10200.3850145,,,,
Rhadoo,102013.702622,,,,
Trevor Borden,10202.4207803,,,,
Willie Sugarcapps,10203.4504321,,,,
Teddy Abrams,10205.0932539,,,,
Vik,10205.1065942,,,,
The One Hundred,10206.9843671,,,,
Klangkarussell,102086.997794,,,,
Will Miles,10209.543207,,,,
Mike Younger,10209.8993979,,,,
The Horse-Eyed Men,1021.22559975,,,,
Izo Fitzroy,1021.29643584,,,,
The Age of Luna,1021.57476038,,,,
The Brutal Deceiver,1021.57751457,,,,
Petar Dundov,102104.016411,,,,
George Winston,102107.395963,,,,
Turbostaat,10213.1819009,,,,
The Expressions,102135.008019,,,,
Foxing,10214.0973217,,,,
Midnight,102141.872634,,,,
Strand of Oaks,102142.429519,,,,
Emily Gimble,10215.074276,,,,
Ramsey Lewis,102168.153293,,,,
Nothington,102178.262484,,,,
Kat Frankie,10219.6671787,,,,
Sol Horizon,1022.10981652,,,,
Mono Verde,1022.1841117,,,,
Krampf,1022.22054253,,,,
Jtr Sickert,1022.51035762,,,,
Idina Menzel,102257.509778,,,,
Paper Trail,10226.2109184,,,,
Worship This,10227.9997319,,,,
My Brother,10229.6097413,,,,
Federico Farina,1023.37525625,,,,
Headwaves,1023.59147506,,,,
Lyndzie Taylor,1023.87829186,,,,
Maitri,10232.2547114,,,,
Shiny Toy Guns,10234.0831516,,,,
The Barr Brothers,102345.322609,,,,
the Tantrums,102349.873982,,,,
Suicide boys,10236.114044,,,,
The Fleshtones,102372.326222,,,,
Flowmotion,10239.1403163,,,,
Girl on Fire,10239.1450542,,,,
isolation berlin,10239.8951745,,,,
scrooge,10239.9162304,,,,
Rooney,102395.322256,,,,
The Walk,1024.09133879,,,,
Seth Winters,1024.53567763,,,,
Stan Van Samang,1024.678892,,,,
The Ugly Kings,1024.90958535,,,,
Tijana T,10241.9042128,,,,
The Wild Feathers,102419.299833,,,,
Ryan Cabrera,102421.961276,,,,
Kevin Whalum,10245.8537647,,,,
Vildhjarta,10245.8911896,,,,
Grant Lyon,102463.39544,,,,
Sebo K,102475.050631,,,,
Skydyed,10248.4516363,,,,
Psychopunch,10249.4119681,,,,
The Districts,102490.449658,,,,
Teebs,102499.570578,,,,
The American Weather,1025.30969202,,,,
Manu Digital,1025.57381134,,,,
Gila Monster,1025.66969516,,,,
Lush One,1025.96072166,,,,
Plex Rock,1025.96072166,,,,
Maka,10250.624887,,,,
Hot Tuna,102517.331957,,,,
Rock Around the Clock,10252.0059445,,,,
Eligh,10254.6480513,,,,
Walker,102544.07806,,,,
Youth Avoiders,10255.242548,,,,
Tone-Lè´◊c,102576.917129,,,,
The Digitour,102579.072678,,,,
Wax,10258.5568387,,,,
Ring,10259.6174352,,,,
Mihai Popoviciu,102594.324962,,,,
Raevennan Husbandes,1026.46451672,,,,
The Ragga Twins,1026.56386255,,,,
Rosh & The Blind Cafe Orchestra,1026.608036,,,,
Gallagher & Lyle,1026.73677871,,,,
SUPER CITY,1026.90977812,,,,
Sugarfoot,10260.3707707,,,,
The Comedy Get Down,10262.6221313,,,,
The Royal,10265.3506333,,,,
Mark Forster,10267.8429331,,,,
The Wedding Present,102671.215235,,,,
The Prodigy,10269.9466943,,,,
No Second Troy,1027.02956804,,,,
Mani Deè´¡z,1027.81260226,,,,
Elisa Lindstrè´”m,1027.96924484,,,,
Todd Stoops,10270.2195812,,,,
Sacramento River Cats,10270.6309813,,,,
Merzhin,10270.6732298,,,,
The Sweet Lillies,10272.2601397,,,,
Voice of Addiction,10274.0551346,,,,
Matt Hires,10274.9327049,,,,
Teen Daze,102750.288407,,,,
Perpetual Groove,102765.756955,,,,
Robert Mabe,10278.6224038,,,,
WhoMadeWho,102780.740955,,,,
Janani,1028.10064751,,,,
Phil Lomac,1028.47436173,,,,
MOLLIE MARRIOTT,1028.84549511,,,,
RATKING,10281.2397541,,,,
The Judson Cole Band,10281.4073616,,,,
Hoobastank,10282.7771567,,,,
Kim Richey,102830.74506,,,,
Sara Gazarek,102841.236475,,,,
Heaven Shall Burn,102851.025092,,,,
Tory Lanez,102851.528456,,,,
Jonny Diaz,102853.572404,,,,
William Beckett,102863.89888,,,,
Job Jobse,102868.7634,,,,
Henrietta,10287.1093535,,,,
Rancid,102876.683426,,,,
Faults,10289.9728593,,,,
Kevin Devine & the Goddamn Band,1029.01252005,,,,
Metaboman,1029.11989441,,,,
El Chaval De La Bachata,1029.26668753,,,,
Raid Zero,1029.32439267,,,,
MNNQNS,1029.354557,,,,
Faces of the Bog,1029.41387026,,,,
Ram Jam,1029.89284522,,,,
Natalie Gelman,102907.862677,,,,
Grateful Bluegrass Boys,10291.0298056,,,,
Reed Deming,10291.5632312,,,,
Lou Phelps,10291.5680034,,,,
KODIE SHANE,10291.9184812,,,,
The Ghost Inside,102914.838107,,,,
The Sonics,102917.055951,,,,
Wednesdays,10292.3891514,,,,
Novelists,10292.6021019,,,,
Pothead,10294.0404106,,,,
Saint Mela,10295.0601197,,,,
Pelican,102952.840652,,,,
Merle Haggard,10296.3477495,,,,
Paperhaus,10296.4532277,,,,
Jamie,102963.482245,,,,
The Psychedelic Furs,102976.794962,,,,
The Ben Miller Band,102982.363722,,,,
Lindsay Hightower,103.188480364,,,,
inthebackground,103.191772405,,,,
Jared Violin,103.192439662,,,,
Para Bellum,103.278181351,,,,
One Step From Falling,103.297866275,,,,
SoundAWAKE,103.300243428,,,,
Livication,103.369990681,,,,
Soldout War,103.391657549,,,,
Teleskopes,103.458525026,,,,
Snake Oil Barons,103.51383777,,,,
Guild of Ages,103.522536388,,,,
Temblad,103.597392383,,,,
Porter Carroll,103.729541628,,,,
The Bandgeek Mafia,1030.1859111,,,,
Tahoma,1030.48488768,,,,
LOVE MUSIC,1030.87822055,,,,
Violet Mary,1030.89395406,,,,
Git Some,10301.6099377,,,,
The Howling Tongues,10301.6681032,,,,
Shakey Graves,103019.726656,,,,
Nighthawk,10302.4353336,,,,
Neil Diamond,103031.252388,,,,
Preston Gunderson,10304.147584,,,,
Wild Moccasins,10304.9646794,,,,
Haeley Vaughn,10306.1973469,,,,
Zeal and Ardor,10307.7397597,,,,
G.A.S. Drummers,10308.6735529,,,,
The Church,103084.529062,,,,
Zubin Mehta,10309.0688178,,,,
Granville Automatic,10309.5190767,,,,
MEURIS,1031.33200447,,,,
Feelgood Partyband,1031.49941241,,,,
Under The Big Oak Tree,1031.52461925,,,,
Violet Janine,1031.76530557,,,,
Valerio Cosi,1031.82434839,,,,
Lè´‰tzenkirchen,1031.82867233,,,,
Jake Simmons & The Little Ghosts,1031.9851726,,,,
Larry Cordle,10310.0218359,,,,
Jonathan Kreisberg,103103.569122,,,,
boysetsfire,10313.7485269,,,,
Flamingods,10315.8202306,,,,
PEG LEG LOVE,10318.0220252,,,,
Honey Soundsystem,103185.076856,,,,
Fallen Captive,10319.3475515,,,,
Str8 Shot,1032.22122861,,,,
Two Coats Colder,1032.90756159,,,,
SEVA,10323.7316518,,,,
Ocean Disco,10325.1129153,,,,
Postcards,10325.1488874,,,,
Nana Grizol,10326.0990704,,,,
KYNG,103276.091719,,,,
The Modfathers,10328.5626297,,,,
Sophistafunk,103287.763302,,,,
Mad Ferret,10329.064523,,,,
Roux the Day,1033.16734053,,,,
Mitch Benn,1033.28731986,,,,
Le Silence de L'exode,1033.47782252,,,,
Twenty Second Dimension,1033.75759945,,,,
The Naked and Famous,103303.66845,,,,
Luciana,103312.172793,,,,
Twin Shadow,10333.0948329,,,,
