 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , Fishbone ,692233.903525, ,
 , 2 Many DJ's ,691919.073339, ,
 , Herbie Hancock ,691611.467809, ,
 , Mogwai ,691595.261064, ,
 , Trace Adkins ,691568.535506, ,
 , John Pizzarelli ,691322.193521, ,
 , destructo ,691042.871868, ,
 , Andrea Bocelli ,690969.098808, ,
 , Volbeat ,690826.268155, ,
 , Asleep at the Wheel ,690276.828278, ,
 , Peter ,690180.818815, ,
 , Pepper ,690119.729135, ,
 , Lacuna Coil ,690096.197123, ,
 , Kaki King ,689390.612573, ,
 , Black Sun Empire ,689148.359673, ,
 , UZ ,689011.83107, ,
 , Mastodon ,688905.999266, ,
 , Robben Ford ,688726.646466, ,
 , Bettye LaVette ,688688.856628, ,
 , Warpaint ,687978.62651, ,
 , The Marshall Tucker Band ,687972.331066, ,
 , Francesca Lombardo ,686503.577745, ,
 , Gary Allan ,686289.477174, ,
 , Deez Nuts ,686037.10495, ,
 , The Australian Pink Floyd Show ,685931.594519, ,
 , Airbourne ,685590.200184, ,
 , Three Dog Night ,685478.744392, ,
 , Sick of It All ,685182.319599, ,
 , Maze ,684630.739453, ,
 , Eddie Halliwell ,684020.111813, ,
 , The 1975 ,683411.411201, ,
 , Zach Deputy ,683263.196624, ,
 , Kendrick Lamar ,683156.643059, ,
 , Marc Houle ,682848.720121, ,
 , Wilco ,682527.154769, ,
 , Kid Ink ,682185.474959, ,
 , Dam-Funk ,681856.267687, ,
 , A Wilhelm Scream ,681562.333378, ,
 , JOE ,680457.894736, ,
 , Lange ,680289.659904, ,
 , Shemekia Copeland ,679546.855364, ,
 , 3LAU ,677995.967574, ,
 , Tenishia ,677717.650376, ,
 , Molly ,677568.810505, ,
 , Figure ,677277.393813, ,
 , Slash ,676539.551867, ,
 , REggaE ,676118.02186, ,
 , the magician ,676058.340826, ,
 , Herman's Hermits Starring Peter Noone ,675649.797056, ,
 , The Four Seasons ,675545.00313, ,
 , L.E.O. ,675377.782989, ,
 , Deep Purple ,674207.294684, ,
 , James Hunter ,673890.786529, ,
 , Silent Disco ,673829.687937, ,
 , Fatboy Slim ,673783.662805, ,
 , Moon ,673559.891875, ,
 , MONO (Japan) ,673528.175585, ,
 , Ashley Wallbridge ,672795.109994, ,
 , From The Jam ,672788.34396, ,
 , Phil Vassar ,672375.240184, ,
 , Thousand Foot Krutch ,671986.922271, ,
 , Kaytranada ,671067.214804, ,
 , David Sanborn ,671005.018768, ,
 , Amanda Palmer ,670948.59559, ,
 , Jack ,670885.335331, ,
 , The Dirty Dozen Brass Band ,670172.625834, ,
 , Wolfmother ,670107.575525, ,
 , Grace Potter ,669853.969469, ,
 , Robag Wruhme ,669845.4624, ,
 , Kenny G ,669582.295158, ,
 , Amon Amarth ,669209.578475, ,
 , Nick Curly (official) ,667624.060698, ,
 , Langhorne Slim ,666815.988768, ,
 , Blackberry Smoke ,666792.125142, ,
 , Sonny Fodera ,666425.377284, ,
 , Brandi Carlile ,666337.895203, ,
 , Best Coast ,666259.606869, ,
 , Dawes ,666210.156329, ,
 , Kutless ,666051.468926, ,
 , Dan ,665875.139759, ,
 , H2O ,665318.191347, ,
 , Chelsea Grin ,664531.682089, ,
 , Dave Clarke (Official) ,664134.711081, ,
 , Brad Paisley ,664132.554388, ,
 , The Casualties ,663364.206775, ,
 , SHIBA SAN ,662085.495393, ,
 , Frightened Rabbit ,661923.702825, ,
 , Rick Ross ,661875.874318, ,
 , Steve Hill ,661032.881891, ,
 , Michael Bolton ,659847.679313, ,
 , Grum ,659817.614102, ,
 , Dying Fetus ,659387.859614, ,
 , Omar ,658889.536394, ,
 , Coldplay ,658752.946193, ,
 , Kevin Devine ,658542.234191, ,
 , Rod Stewart ,657895.854522, ,
 , DJ Pierre ,657517.347772, ,
 , The Amity Affliction ,657398.129384, ,
 , Protoculture ,657282.898422, ,
 , Paul Ritch ,657138.882881, ,
 , Cypress Hill ,657130.295999, ,
 , Z-Trip ,657121.462252, ,
 , Todd Terry ,657076.529898, ,
 , Bryan Kearney ,656972.031422, ,
 , Miranda Lambert ,656888.877107, ,
 , Ravi Coltrane ,656647.566004, ,
 , Tame Impala ,656027.057677, ,
 , Snarky Puppy ,655828.824707, ,
 , UK ,655691.136891, ,
 , Jon Cleary ,655557.210794, ,
 , The Doobie Brothers ,654553.672313, ,
 , Metallica ,654544.50479, ,
 , Charles Bradley ,654116.305356, ,
 , Fall Out Boy ,653416.371953, ,
 , José González ,653307.4144, ,
 , Korpiklaani ,652967.110616, ,
 , Popof ,652434.964887, ,
 , DNA ,651914.215875, ,
 , 2 Chainz ,651741.287062, ,
 , Zimmer ,650900.724581, ,
 , Woods ,650648.34042, ,
 , local support ,650609.060192, ,
 , Between the Buried and Me ,650596.854016, ,
 , Alan Fitzpatrick ,650271.662166, ,
 , Official Darkest Hour ,650163.845207, ,
 , Doc Martin ,649426.198453, ,
 , Marco Carola ,649034.527793, ,
 , Emancipator ,649033.259476, ,
 , NOFX ,648860.189282, ,
 , Party Favor ,648631.35177, ,
 , Beth Hart ,648256.737914, ,
 , Kim ,647737.733341, ,
 , Local Natives ,647652.927773, ,
 , MGMT ,646233.037776, ,
 , Salt-N-Pepa ,646093.245527, ,
 , Jeremy Camp ,646063.238209, ,
 , Opeth ,645666.006044, ,
 , The Airborne Toxic Event ,645349.70725, ,
 , In This Moment ,645050.46635, ,
 , Baauer ,644930.509657, ,
 , Jason Aldean ,644433.527759, ,
 , Dinosaur Jr. ,644206.612631, ,
 , NGHTMRE ,644095.508998, ,
 , Showcase ,644021.552232, ,
 , Trey Songz ,643954.21362, ,
 , Slander ,643376.110971, ,
 , Bryce Dessner ,643259.571965, ,
 , The Slackers ,643119.81485, ,
 , Christopher Lawrence ,642993.912153, ,
 , Gaudi ,642845.980808, ,
 , Cage the Elephant ,642568.556802, ,
 , Moon Boots ,642267.641612, ,
 , Roots ,641820.267865, ,
 , Jason Isbell ,641780.919701, ,
 , Five Finger Death Punch ,641624.949111, ,
 , Charlie Musselwhite ,641603.773615, ,
 , Future Islands ,640175.647439, ,
 , Giuseppe Ottaviani ,640107.650208, ,
 , After the Burial ,640088.86847, ,
 , Beats ,640071.103514, ,
 , Kali ,639838.427054, ,
 , Eluveitie ,638495.971475, ,
 , Cazzette ,638428.055538, ,
 , Average White Band ,638394.983196, ,
 , Dosem ,638077.826872, ,
 , Recondite ,638006.108706, ,
 , Thy Art Is Murder ,637850.853503, ,
 , Zero ,637174.52355, ,
 , Los Lonely Boys ,637156.530574, ,
 , Wade Bowen ,636707.52432, ,
 , Erykah Badu ,636595.233366, ,
 , Ron White ,636509.802808, ,
 , Disciple ,636248.929586, ,
 , Kim Ann Foxman ,635982.616637, ,
 , ONCE ,635649.340837, ,
 , Goldie ,635644.723081, ,
 , Danny Krivit ,635190.739731, ,
 , Madeleine Peyroux ,634806.173392, ,
 , twenty one pilots ,634213.695017, ,
 , Francois K. ,634071.967211, ,
 , Joshua Radin ,633616.883806, ,
 , Taking Back Sunday ,632924.44771, ,
 , Serge Devant ,632701.734071, ,
 , Chromeo ,632664.117173, ,
 , Marduk ,632331.769437, ,
 , Walter Trout ,631645.394677, ,
 , Lawrence ,631341.431946, ,
 , Adriatique ,631247.77475, ,
 , Marilyn Manson ,630838.229632, ,
 , Alex M.O.R.P.H. ,630770.350554, ,
 , Bag Raiders ,629897.896705, ,
 , GHOST ,629109.421662, ,
 , Vieux Farka Touré ,629060.672785, ,
 , The Offspring ,628967.925966, ,
 , Sting ,628586.426602, ,
 , The Kills ,628545.539352, ,
 , Gilles Peterson ,628388.361847, ,
 , The Saints ,628353.564226, ,
 , Steel Pulse ,628340.609216, ,
 , Anthony Attalla ,627485.93035, ,
 , REO Speedwagon ,626975.321594, ,
 , Melissa Etheridge ,626756.939395, ,
 , Psycroptic ,626605.817474, ,
 , Smokey Robinson ,626589.261084, ,
 , No Regular Play ,626558.729999, ,
 , Mega Ran ,626416.132178, ,
 , Montgomery Gentry ,626237.345346, ,
 , Marky Ramone ,625962.683049, ,
 , Little Dragon ,625902.593399, ,
 , Onra ,625902.054693, ,
 , Linkin Park ,625666.863835, ,
 , Brett Dennen ,625499.388881, ,
 , Lynyrd Skynyrd ,625307.852185, ,
 , Richard Thompson ,625151.932137, ,
 , Passion Pit ,625076.944092, ,
 , Matt Tolfrey ,624833.256142, ,
 , Peter Rowan ,624603.511689, ,
 , Naturally 7 ,624583.989161, ,
 , Robert Babicz ,624423.518614, ,
 , Shwayze ,624289.952672, ,
 , Yoshi ,624191.836236, ,
 , The Animals ,624064.33145, ,
 , Worthy ,623924.094869, ,
 , Matthew Stevens ,623204.171023, ,
 , Dance Gavin Dance ,622900.758852, ,
 , Justice ,622271.287057, ,
 , Octave One ,621873.656886, ,
 , Solarstone ,621719.456096, ,
 , Redman ,621641.255293, ,
 , Danny Brown ,621527.840998, ,
 , Rascal Flatts ,621149.478296, ,
 , Monika Kruse ,620603.681146, ,
 , We Are Scientists ,620545.507247, ,
 , Vanna ,620424.588532, ,
 , Lloyd ,620232.627197, ,
 , Napalm Death Uk ,619987.513697, ,
 , Kaiser Chiefs ,619785.971079, ,
 , Calexico ,619686.488105, ,
 , Bad Religion ,619310.875985, ,
 , Mind Against ,618925.06219, ,
 , the Bad ,618713.841883, ,
 , Mark Chesnutt ,618513.467, ,
 , KhoMha ,618384.982764, ,
 , Deafheaven ,618331.150171, ,
 , Marcus Miller ,618270.659523, ,
 , Tommy Castro ,617012.249441, ,
 , Dave Mason ,616835.400193, ,
 , Janiva Magness ,616730.696185, ,
 , D. Ramirez ,616511.804329, ,
 , Theory of a Deadman ,616481.588469, ,
 , Ben Folds ,616457.766204, ,
 , J.Cole ,615831.040388, ,
 , The Trews ,615325.78154, ,
 , Moodymann ,615260.536963, ,
 , Lemonade ,614253.016154, ,
 , Motionless In White ,613669.143419, ,
 , Bill Patrick ,613407.516502, ,
 , City and Colour ,613347.017944, ,
 , Lost ,612967.068491, ,
 , Noir ,612691.733316, ,
 , Keith Urban ,612586.288466, ,
 , Richard Durand ,612545.400283, ,
 , Lost and Found ,611977.534854, ,
 , Osunlade ,611974.730219, ,
 , Panic! At The Disco ,611762.285483, ,
 , Night ,611641.587885, ,
 , Katy Perry ,611628.820463, ,
 , DragonForce ,611592.73596, ,
 , Delta Heavy ,611554.224141, ,
 , Corb Lund ,611531.419887, ,
 , Arch Enemy ,611418.989816, ,
 , Yelawolf ,611254.180394, ,
 , of Montreal ,611195.996831, ,
 , Saving Abel ,610816.658356, ,
 , Tim Green ,610361.382417, ,
 , Hellyeah ,610361.289922, ,
 , Madina Lake ,610343.886393, ,
 , Fabolous ,610247.865442, ,
 , Mathew Jonson ,610082.336283, ,
 , Low ,610050.707879, ,
 , Alex Taylor ,609353.468793, ,
 , Peanut Butter Wolf ,609173.024435, ,
 , Four Tops ,609013.319092, ,
 , The Faceless ,608822.012456, ,
 , Queens of the Stone Age ,608698.290317, ,
 , Katchafire ,608652.350708, ,
 , DVS1 ,608467.404184, ,
 , Foghat ,608452.03423, ,
 , Ookay ,608409.07516, ,
 , DJ Scene ,608386.591293, ,
 , Justin Moore ,608333.911739, ,
 , Girl Talk ,608230.835862, ,
 , Creedence Clearwater Revisited ,608169.030709, ,
 , UB40 ,607763.566636, ,
 , Nick ,607673.927844, ,
 , Om Unit ,607463.961528, ,
 , Grouplove ,607409.475577, ,
 , Manchester Orchestra ,607401.665198, ,
 , Minus the Bear ,606670.668541, ,
 , Obituary ,606586.810906, ,
 , Our Last Night ,606519.234628, ,
 , Nashville Pussy ,606462.411921, ,
 , andhim ,606125.739285, ,
 , Jackson ,605887.273679, ,
 , Maya Jane Coles ,605301.206437, ,
 , Boris Brejcha ,605242.122864, ,
 , Marc Romboy ,604791.101972, ,
 , Paul Kalkbrenner ,604773.311108, ,
 , Los Amigos Invisibles ,604705.363795, ,
 , Chris Potter ,604702.854076, ,
 , Machine Drum ,604221.730023, ,
 , Pop Evil ,604200.851896, ,
 , Hawthorne Heights ,603243.020066, ,
 , Ghostface Killah ,602677.38487, ,
 , Big Gigantic ,602336.979605, ,
 , AWOLNATION ,602299.948865, ,
 , Aaron Lewis ,602248.102965, ,
 , Dumpstaphunk ,602161.178141, ,
 , Slightly Stoopid ,601246.774414, ,
 , Bastille ,600854.543396, ,
 , Pearl ,600717.681634, ,
 , Evergreen Terrace ,600691.54723, ,
 , Easton Corbin ,600526.541903, ,
 , Umphrey's McGee ,600517.778549, ,
 , Set ,600359.985702, ,
 , Marshmello ,600225.704876, ,
 , Kenny Dope  ,599539.711954, ,
 , Jackson Browne ,599336.260478, ,
 , Cat Power ,599246.811097, ,
 , Excision ,599201.097157, ,
 , Santana ,598907.806064, ,
 , Rebelution ,598178.689887, ,
 , Chaka Khan ,598031.141926, ,
 , Pokey LaFarge ,597989.625944, ,
 , Paula Poundstone ,597922.469375, ,
 , Billy Bragg ,597755.586849, ,
 , Brian McKnight ,597636.815207, ,
 , Gipsy Kings ,597569.039236, ,
 , Miss May I ,596868.214007, ,
 , MxPx ,596770.599713, ,
 , Christmas ,596322.831514, ,
 , Arctic Moon ,596180.119009, ,
 , Hundredth ,595722.965173, ,
 , LTJ Bukem ,595291.922852, ,
 , Enrique Iglesias ,594782.927005, ,
 , Big Sean ,593924.868518, ,
 , Journey ,593770.2883, ,
 , Harlem Gospel Choir ,593666.082845, ,
 , Puddle of Mudd ,593258.513286, ,
 , Kansas ,592970.265489, ,
 , Napalm Death ,592596.669349, ,
 , Lupe Fiasco ,591537.295323, ,
 , UP! ,591516.506446, ,
 , Jack Ingram ,591498.007883, ,
 , Vance Joy ,591389.927072, ,
 , Visuals ,591181.149252, ,
 , Third Party ,591043.677698, ,
 , Deerhoof ,590786.809006, ,
 , The Band Perry ,590402.058781, ,
 , Optimo ,590031.345498, ,
 , Daughtry ,589555.726223, ,
 , Jason Boland & The Stragglers ,589170.028934, ,
 , Apocalyptica ,589123.659095, ,
 , Guns ,589104.974432, ,
 , Luke Bryan ,588938.234925, ,
 , Hunter ,588354.397749, ,
 , Dr. Dog ,588319.954279, ,
 , The Tommy Castro Band ,588201.075725, ,
 , Eric Church ,587982.505365, ,
 , John Scofield ,587735.716223, ,
 , Goldfish ,587473.310349, ,
 , The Black Angels ,587424.229283, ,
 , Electric Six ,587408.252441, ,
 , Warbringer ,587263.029111, ,
 , Yuksek ,587206.01296, ,
 , Richard Bona ,587153.398051, ,
 , Foreign Beggars ,587126.63742, ,
 , John Acquaviva ,587063.030891, ,
 , Wednesday 13 ,587031.802397, ,
 , Peter Mulvey ,586859.925095, ,
 , Rain ,586844.691692, ,
 , The Business ,586535.512172, ,
 , tobyMac ,586475.948914, ,
 , The Prototypes ,586344.679961, ,
 , Matthias Meyer ,586241.489193, ,
 , Netsky ,586112.709198, ,
 , Joan Jett and the Blackhearts ,585946.112187, ,
 , RÜFÜS ,585907.766114, ,
 , Keb' Mo' ,585832.703585, ,
 , Gavin DeGraw ,585753.161609, ,
 , Everlast ,585246.899421, ,
 , YG ,585210.215478, ,
 , You Me At Six ,585176.312476, ,
 , Kiss ,584279.650636, ,
 , Little River Band ,584207.407371, ,
 , Allan Harris ,583839.759467, ,
 , Chuck Prophet ,583768.37367, ,
 , Ellie Goulding ,583617.571923, ,
 , Frankie Valli ,583165.61496, ,
 , Christian Scott ,582920.903994, ,
 , Marty Stuart ,582905.093687, ,
 , Gabriel & Dresden ,582576.200057, ,
 , Jeff Mills ,582384.313298, ,
 , Dale Watson ,582206.956568, ,
 , Zoso ,582145.957242, ,
 , Attila ,582039.13005, ,
 , DJ Spider ,581809.371345, ,
 , Daniel O'Donnell ,581649.010192, ,
 , FuntCase ,581555.107565, ,
 , John B ,581181.921685, ,
 , MAC MILLER ,581147.15986, ,
 , StoneBridge ,581010.49751, ,
 , Gaiser ,580946.299071, ,
 , Michael Feinstein ,580763.409344, ,
 , Thompson Square ,580714.588005, ,
 , Death Cab for Cutie ,580628.24447, ,
 , Explosions in the Sky ,580486.726347, ,
 , Joey DeFrancesco ,580427.426829, ,
 , dead prez ,580343.30234, ,
 , George Benson ,580237.246419, ,
 , Jerrod Niemann ,580076.011003, ,
 , In Flames ,579903.24015, ,
 , Ty Dolla $ign ,579729.271549, ,
 , T-Pain ,579669.078408, ,
 , Valentino Khan ,579587.01888, ,
 , Tim ,579544.590741, ,
 , DJ Spinna ,578970.851212, ,
 , Paris ,578955.69643, ,
 , The New Mastersounds ,578629.913557, ,
 , Leo Kottke ,578185.824452, ,
 , Roger Hodgson ,578185.312041, ,
 , The Black Madonna ,578009.119298, ,
 , Kink ,577975.325544, ,
 , Robert Hood ,577756.023076, ,
 , Hiromi ,577670.300438, ,
 , Lonestar ,577560.032898, ,
 , Deftones ,577543.58044, ,
 , Mark Lanegan ,577267.64188, ,
 , Lissie ,577032.181232, ,
 , An American In Paris ,576849.370082, ,
 , Franz Ferdinand ,576794.373346, ,
 , Busdriver ,576781.386553, ,
 , The Joy Formidable ,576711.855485, ,
 , I See Stars ,576645.571892, ,
 , CRESPO ,576090.00644, ,
 , Chris Isaak ,576068.981932, ,
 , PHANTOGRAM ,576032.063426, ,
 , Blues Traveler ,575959.504736, ,
 , Davide Squillace ,575720.67819, ,
 , Michael Franti ,575617.777686, ,
 , The Young Dubliners ,575363.553741, ,
 , Aaron Watson ,574979.859239, ,
 , Terence Blanchard ,574772.746299, ,
 , The xx ,574672.872281, ,
 , Hayes Carll ,574421.925769, ,
 , Lucy Kaplansky ,574334.446707, ,
 , Metronomy ,574267.20925, ,
 , Craig Morgan ,573157.042948, ,
 , Dj R-Wan ,572629.81563, ,
 , Jackie Greene ,572576.958251, ,
 , The Dodos ,572534.908935, ,
 , Vicetone ,572487.013238, ,
 , Heartthrob ,572315.371214, ,
 , The Fray ,572050.944346, ,
 , Dwight Yoakam ,572001.3941, ,
 , Gramatik ,571651.794226, ,
 , The Crystal Method ,571526.525726, ,
 , Justin Townes Earle ,571041.550556, ,
 , Black Rebel Motorcycle Club ,570874.868172, ,
 , PoP ,570566.69503, ,
 , Eric Bibb ,570555.17104, ,
 , Nile ,569790.413529, ,
 , Cashmere Cat ,569740.56847, ,
 , Revolver ,569609.027028, ,
 , Elvis Costello ,569493.448626, ,
 , Macklemore & Ryan Lewis ,569190.366854, ,
 , Reckless Kelly ,568722.276628, ,
 , KC and The Sunshine Band ,568708.350791, ,
 , Dave Matthews Band ,568695.014939, ,
 , Sanctus Real ,568105.773273, ,
 , Roy Ayers ,568061.114326, ,
 , Sam Amidon ,567306.437858, ,
 , Floating Points ,567299.508655, ,
 , Pat Metheny ,566984.819185, ,
 , Robin Schulz ,566892.991266, ,
 , Kellie Pickler ,566864.485174, ,
 , Crazy P ,566701.609761, ,
 , Kölsch ,565869.361425, ,
 , Jethro Tull ,565745.587659, ,
 , Victor Wooten ,565560.849361, ,
 , Ned Shepard ,565555.45771, ,
 , Cheap Trick ,565365.688578, ,
 , Kenny Wayne Shepherd ,564738.364075, ,
 , Great White ,564436.70567, ,
 , The Cult ,564411.113588, ,
 , Omnia ,564342.582797, ,
 , Dj Beatbreaker ,564327.477059, ,
 , Juicy ,563946.565044, ,
 , Girls Night Out ,563580.487045, ,
 , Eric Prydz ,563301.072983, ,
 , Eilen Jewell ,563230.241329, ,
 , Heart ,563200.097075, ,
 , White Denim ,563084.435075, ,
 , Koffin Kats ,562733.211455, ,
 , Karl Denson's Tiny Universe ,562682.322372, ,
 , The Ataris ,562548.635145, ,
 , The Aston Shuffle ,562434.250841, ,
 , Belphegor ,562303.557738, ,
 , Lee Ritenour ,562241.443191, ,
 , LA Boheme ,562059.92605, ,
 , Sevendust ,561754.689702, ,
 , Within the Ruins ,561466.636091, ,
 , Hollywood Undead ,560598.853052, ,
 , The Drums ,560503.30623, ,
 , Michael McDonald ,560060.437604, ,
 , Combichrist ,560035.838507, ,
 , Big Sam's Funky Nation ,559923.693139, ,
 , SchoolBoy Q ,559842.963237, ,
 , Goatwhore ,559453.441966, ,
 , Big Freedia ,559185.900375, ,
 , Shpongle (Simon Posford) ,559180.556756, ,
 , Tenth Avenue North ,559143.461486, ,
 , Eric Sardinas ,558681.403825, ,
 , Matthew West ,558398.816779, ,
 , Live Jazz ,558332.107064, ,
 , Martha Wainwright ,558025.619434, ,
 , Lucinda Williams ,557923.100529, ,
 , The Band of Heathens ,557640.436003, ,
 , Sian ,557537.071067, ,
 , Brian Regan ,557472.310027, ,
 , Karizma ,557069.195275, ,
 , Deetron ,556879.73831, ,
 , Laura Marling ,556687.167724, ,
 , MOTi ,556503.169512, ,
 , Sidewalk Prophets ,556448.993691, ,
 ," Blood, Sweat & Tears ",556263.745112, ,
 , Kenny Larkin ,556163.657943, ,
 , Sick Puppies ,555868.39086, ,
 , Lee Brice ,555800.17773, ,
 , Supports ,555695.020335, ,
 , Omar-S ,555057.94575, ,
 , Brother Ali ,555049.798969, ,
 , Stray From the Path ,554761.46825, ,
 , Action Bronson ,554384.595264, ,
 , Diana Krall ,554339.186585, ,
 , Anais Mitchell ,554317.608051, ,
 , King Parrot ,554285.724579, ,
 , Third Eye Blind ,554281.610545, ,
 , Gladys Knight ,554237.200212, ,
 , Steve Poltz ,554209.696056, ,
 , Paul Anka ,553514.917012, ,
 , Josh Turner ,553315.636882, ,
 , Nosaj Thing ,553245.622896, ,
 , Brooke Evers ,553239.776658, ,
 , Mando Diao ,552924.66203, ,
 , Randy Rogers Band ,552922.338136, ,
 , Death Angel ,552819.675701, ,
 , Sonata Árctica ,552790.39969, ,
 , Body ,552733.394474, ,
 , Dustin Lynch ,552613.427057, ,
 , Tift Merritt ,552499.355931, ,
 , Gov't Mule ,552359.813369, ,
 , Interpol ,552303.168929, ,
 , Ryan Adams ,552290.12167, ,
 , Benji ,552172.670321, ,
 , Droog ,551976.732856, ,
 , The Vaccines ,551943.616713, ,
 , Techno ,551762.968539, ,
 , James Blunt ,551554.734554, ,
 , Tinariwen ,551338.088253, ,
 , Concha Buika ,551308.580665, ,
 , Thee Oh Sees ,551169.303626, ,
 , Bob Wayne ,551120.262838, ,
 , GLOWINTHEDARK ,551009.992289, ,
 , The Diamonds ,551002.539818, ,
 , Clark ,549453.814095, ,
 , Sebastian Ingrosso ,549391.835581, ,
 , NEEDTOBREATHE ,549387.38576, ,
 , Bellamy Brothers Band ,549127.510916, ,
 , Jesse Malin ,549054.778488, ,
 , The B-52's ,549033.914542, ,
 , Boz Scaggs ,549000.626126, ,
 , Outlaws ,548809.707214, ,
 , Nicole Moudaber ,548756.379469, ,
 , Pat Benatar ,548653.20385, ,
 , LCD Soundsystem ,548506.268169, ,
 , Scorpions ,548476.266351, ,
 , Bicep ,548360.158794, ,
 , Randy Houser ,547719.428666, ,
 , Man ,547587.399502, ,
 , Indigo Girls ,547515.85068, ,
 , Norma Jean ,547487.427115, ,
 , Wine ,547390.795684, ,
 , EOTO ,547265.169757, ,
 , Wiwek ,547215.380018, ,
 , The Jillionaire ,547211.620637, ,
 , Eric Burdon ,547123.053995, ,
 , James Blake ,546718.224229, ,
 , Animal Collective ,546683.885501, ,
 , Touche Amore ,546668.647645, ,
 , Anna Lunoe ,546612.920574, ,
 , Collie Buddz ,546483.035385, ,
 , Tom Jones ,546235.107344, ,
 , The Ten Tenors ,545976.491113, ,
 , Willy Monfret ,545809.698861, ,
 , Sweet ,545789.160456, ,
 , Patrick Topping ,545752.991739, ,
 , Shooter Jennings ,545497.232256, ,
 , Greensky Bluegrass ,545352.093392, ,
 , Fort Knox Five ,545061.032245, ,
 , Real Estate ,544480.101596, ,
 , Fat Freddy's Drop ,544423.231299, ,
 , Safari ,543798.373534, ,
 , Coyu ,543610.565302, ,
 , Scott H. Biram ,543469.63439, ,
 , Black & White ,543317.445687, ,
 , The Game ,543139.98941, ,
 , Nonpoint ,543059.64915, ,
 , Sebastian Bach ,542735.852431, ,
 , DJ Dee Kline ,542652.863155, ,
 , Cloud Nothings ,542582.721388, ,
 , Ginuwine ,542507.955725, ,
 , Michael Mayer ,542440.188615, ,
 , Breakbot ,542383.476444, ,
 , Emmanuel ,542367.632522, ,
 , Incognito ,542321.467718, ,
 , Chez Damier ,541813.396819, ,
 , MUTEMATH ,541500.858434, ,
 , DJ Yoda ,541148.437405, ,
 , Deco ,541058.776332, ,
 , Tommy ,541039.267472, ,
 , Nickodemus ,541009.036369, ,
 , Backstreet Boys ,540653.111549, ,
 , Colt Ford ,540361.887384, ,
 , The Expendables ,540326.010733, ,
 , Streetlight Manifesto ,540296.676709, ,
 , Underworld ,540030.992425, ,
 , DJ Harvey ,539698.706938, ,
 , In Hearts Wake ,539158.230963, ,
 , So ,539072.301593, ,
 , T.I. ,538947.743962, ,
 , That 1 Guy ,538924.850875, ,
 , Animals as Leaders ,538824.761424, ,
 , Will Hoge ,538500.251001, ,
 , NORTHLANE ,538238.863333, ,
 , Caliban ,538234.017957, ,
 , Sunnery James ,538203.246791, ,
 , JR ,538112.041379, ,
 , Okkervil River ,538028.672897, ,
 , Mothers ,537883.084301, ,
 , The Story So Far ,537663.199666, ,
 , Video Games Live ,537619.592372, ,
 , KT Tunstall ,537520.899356, ,
 , Swans ,537001.53261, ,
 , Eddie Fisher (OneRepublic)  Fan Club ,536508.685452,, 
 , RiFF RAFF ,536347.950792, ,
 , Tycho ,536153.154313, ,
 , Kiki ,536118.40821, ,
 , Metro Station ,536064.667386, ,
 , Pirupa ,536029.053992, ,
 , Mary Gauthier ,535896.471519, ,
 , Daryl Hall ,535734.794767, ,
 , Lauren Lane ,535672.158357, ,
 , Gabriel Iglesias ,535662.765349, ,
 , Burns ,535648.636462, ,
 , Kreator ,535602.062194, ,
 , Feed Me ,535427.649226, ,
 , Darius Rucker ,535338.913064, ,
 , Blitzen Trapper ,535078.005668, ,
 , Ryan Elliott ,534954.238207, ,
 , Bedouin ,534736.47874, ,
